Reconstructed monthly NAO index back to Dec 1658.

References:
========

Luterbacher, J., Xoplaki, E., Dietrich, D., Jones, P.D., Davies, T.D.,
Portis, D., Gonzalez-Rouco, J.F., von Storch, H., Gyalistras, D., Casty,
C., and Wanner, H., 2002. Extending North Atlantic Oscillation
Reconstructions Back to 1500. Atmos. Sci. Lett., 2, 114-124 
(doi:10.1006/asle.2001.0044).

Luterbacher, J., C. Schmutz, D. Gyalistras, E. Xoplaki, and H. Wanner, 1999: Reconstruction of monthly NAO and EU indices back to AD 1675,
Geophys. Res. Lett., 26, 2745-2748.


Contact Juerg Luterbacher (juerg@giub.unibe.ch) for further information, other reconstructed atmospheric circulation indices and reprints.


Reconstructed monthly NAO index back to December 1658
========================================================= 

Note, the monthly values from December 1658 to November 1900 are our
reconstructions, the data from December 1900 to July 2001 
are derived from Trenberth and Paolino (1980, updated, data are available through: http://dss.ucar.edu/datasets/ds010.1/data/)

Year	Mon	NAO
1953	Jul	2.19
1953	Aug	1.96
1953	Sep	0.76
1953	Oct	1.01
1953	Nov	1.88
1953	Dec	0.32
1954	Jan	0.25
1954	Feb	1.60
1954	Mar	1.01
1954	Apr	0.08
1954	May	-1.84
1954	Jun	1.11
1954	Jul	3.37
1954	Aug	0.13
1954	Sep	3.16
1954	Oct	0.95
1954	Nov	2.17
1954	Dec	1.65
1955	Jan	-1.72
1955	Feb	-1.71
1955	Mar	-2.79
1955	Apr	0.08
1955	May	-0.29
1955	Jun	-0.33
1955	Jul	-0.50
1955	Aug	-0.91
1955	Sep	3.05
1955	Oct	-1.49
1955	Nov	-3.36
1955	Dec	-0.37
1956	Jan	-0.53
1956	Feb	-2.45
1956	Mar	0.60
1956	Apr	-1.60
1956	May	4.00
1956	Jun	0.85
1956	Jul	-0.88
1956	Aug	-0.90
1956	Sep	-0.63
1956	Oct	-0.06
1956	Nov	0.79
1956	Dec	1.60
1957	Jan	1.50
1957	Feb	-0.10
1957	Mar	-1.17
1957	Apr	0.16
1957	May	-0.14
1957	Jun	-3.10
1957	Jul	-1.29
1957	Aug	0.50
1957	Sep	-1.75
1957	Oct	1.64
1957	Nov	-2.25
1957	Dec	1.30
1958	Jan	-0.16
1958	Feb	-1.89
1958	Mar	-2.30
1958	Apr	0.87
1958	May	0.08
1958	Jun	-1.74
1958	Jul	-1.98
1958	Aug	0.53
1958	Sep	-1.53
1958	Oct	1.11
1958	Nov	1.13
1958	Dec	-0.23
1959	Jan	-2.49
1959	Feb	0.75
1959	Mar	1.46
1959	Apr	1.55
1959	May	-0.97
1959	Jun	1.35
1959	Jul	1.54
1959	Aug	-0.92
1959	Sep	-1.52
1959	Oct	0.56
1959	Nov	1.60
1959	Dec	2.41
1960	Jan	-2.00
1960	Feb	-2.27
1960	Mar	-0.65
1960	Apr	0.89
1960	May	-0.38
1960	Jun	0.23
1960	Jul	2.24
1960	Aug	-3.88
1960	Sep	1.02
1960	Oct	-2.74
1960	Nov	1.09
1960	Dec	2.61
1961	Jan	1.23
1961	Feb	0.94
1961	Mar	-0.11
1961	Apr	-0.38
1961	May	-0.91
1961	Jun	3.99
1961	Jul	0.38
1961	Aug	1.74
1961	Sep	2.62
1961	Oct	2.22
1961	Nov	-0.23
1961	Dec	-4.02
1962	Jan	2.34
1962	Feb	0.58
1962	Mar	-3.68
1962	Apr	0.38
1962	May	-0.13
1962	Jun	0.41
1962	Jul	-2.70
1962	Aug	2.36
1962	Sep	-0.69
1962	Oct	0.02
1962	Nov	-0.47
1962	Dec	-1.64
1963	Jan	-5.24
1963	Feb	-0.94
1963	Mar	1.27
1963	Apr	-0.94
1963	May	4.84
1963	Jun	-1.47
1963	Jul	-2.13
1963	Aug	1.63
1963	Sep	1.80
1963	Oct	1.23
1963	Nov	-0.89
1963	Dec	-3.00
1964	Jan	-2.09
1964	Feb	-1.60
1964	Mar	-1.35
1964	Apr	1.22
1964	May	1.87
1964	Jun	-0.24
1964	Jul	1.30
1964	Aug	-3.06
1964	Sep	-0.39
1964	Oct	0.84
1964	Nov	-0.44
1964	Dec	-0.67
1965	Jan	0.08
1965	Feb	-4.15
1965	Mar	-1.00
1965	Apr	3.01
1965	May	-1.31
1965	Jun	1.23
1965	Jul	-0.47
1965	Aug	1.36
1965	Sep	0.19
1965	Oct	-0.71
1965	Nov	-1.54
1965	Dec	1.01
1966	Jan	-2.99
1966	Feb	-1.39
1966	Mar	0.25
1966	Apr	-1.10
1966	May	2.15
1966	Jun	0.85
1966	Jul	0.92
1966	Aug	-2.89
1966	Sep	-1.01
1966	Oct	-3.53
1966	Nov	-0.05
1966	Dec	1.52
1967	Jan	-1.73
1967	Feb	1.48
1967	Mar	2.81
1967	Apr	0.16
1967	May	0.73
1967	Jun	1.38
1967	Jul	0.73
1967	Aug	-0.12
1967	Sep	0.48
1967	Oct	2.78
1967	Nov	0.93
1967	Dec	-1.43
1968	Jan	0.26
1968	Feb	-1.42
1968	Mar	1.75
1968	Apr	-1.57
1968	May	-1.06
1968	Jun	1.04
1968	Jul	-3.74
1968	Aug	-1.60
1968	Sep	-0.23
1968	Oct	-1.93
1968	Nov	-1.83
1968	Dec	-1.52
1969	Jan	-2.62
1969	Feb	-2.80
1969	Mar	-2.76
1969	Apr	1.47
1969	May	-0.66
1969	Jun	0.48
1969	Jul	1.50
1969	Aug	-0.65
1969	Sep	1.39
1969	Oct	0.45
1969	Nov	-0.52
1969	Dec	1.21
1970	Jan	-2.41
1970	Feb	1.34
1970	Mar	-1.40
1970	Apr	0.37
1970	May	1.80
1970	Jun	0.34
1970	Jul	0.60
1970	Aug	-0.56
1970	Sep	0.78
1970	Oct	-0.79
1970	Nov	0.35
1970	Dec	-2.06
1971	Jan	-0.67
1971	Feb	0.82
1971	Mar	0.12
1971	Apr	-1.62
1971	May	2.37
1971	Jun	-1.40
1971	Jul	-1.79
1971	Aug	3.03
1971	Sep	-2.07
1971	Oct	-0.53
1971	Nov	1.02
1971	Dec	-0.03
1972	Jan	0.41
1972	Feb	0.70
1972	Mar	1.17
1972	Apr	1.34
1972	May	2.81
1972	Jun	3.94
1972	Jul	-1.16
1972	Aug	-0.31
1972	Sep	-3.55
1972	Oct	-1.40
1972	Nov	1.34
1972	Dec	1.69
1973	Jan	-0.01
1973	Feb	2.13
1973	Mar	0.31
1973	Apr	-3.61
1973	May	-0.64
1973	Jun	2.14
1973	Jul	1.06
1973	Aug	0.95
1973	Sep	-0.17
1973	Oct	-1.40
1973	Nov	-1.53
1973	Dec	0.02
1974	Jan	2.47
1974	Feb	1.27
1974	Mar	0.16
1974	Apr	-1.16
1974	May	0.05
1974	Jun	-0.49
1974	Jul	1.78
1974	Aug	0.97
1974	Sep	2.22
1974	Oct	-0.62
1974	Nov	0.61
1974	Dec	1.69
1975	Jan	1.76
1975	Feb	-0.91
1975	Mar	-0.46
1975	Apr	0.28
1975	May	-1.55
1975	Jun	-0.90
1975	Jul	-0.51
1975	Aug	-0.69
1975	Sep	2.74
1975	Oct	-0.95
1975	Nov	0.81
1975	Dec	-1.34
1976	Jan	0.49
1976	Feb	0.90
1976	Mar	1.93
1976	Apr	-0.28
1976	May	2.98
1976	Jun	0.82
1976	Jul	-2.67
1976	Aug	-4.52
1976	Sep	-3.99
1976	Oct	1.98
1976	Nov	1.05
1976	Dec	-1.80
1977	Jan	-1.22
1977	Feb	-0.36
1977	Mar	0.02
1977	Apr	0.83
1977	May	-0.83
1977	Jun	-1.49
1977	Jul	0.65
1977	Aug	0.28
1977	Sep	-0.82
1977	Oct	1.58
1977	Nov	-0.32
1977	Dec	-1.61
1978	Jan	1.73
1978	Feb	-2.40
1978	Mar	3.35
1978	Apr	-2.07
1978	May	0.64
1978	Jun	1.50
1978	Jul	-1.35
1978	Aug	-2.25
1978	Sep	0.99
1978	Oct	-0.85
1978	Nov	2.21
1978	Dec	-2.35
1979	Jan	-2.24
1979	Feb	-1.24
1979	Mar	1.75
1979	Apr	-1.07
1979	May	0.75
1979	Jun	0.27
1979	Jul	1.03
1979	Aug	1.02
1979	Sep	0.70
1979	Oct	0.40
1979	Nov	1.23
1979	Dec	1.37
1980	Jan	-1.55
1980	Feb	0.36
1980	Mar	0.13
1980	Apr	-1.29
1980	May	-2.13
1980	Jun	2.13
1980	Jul	-0.68
1980	Aug	-2.49
1980	Sep	2.44
1980	Oct	-0.66
1980	Nov	-3.12
1980	Dec	1.23
1981	Jan	0.94
1981	Feb	0.95
1981	Mar	-0.75
1981	Apr	-1.74
1981	May	0.64
1981	Jun	-1.77
1981	Jul	1.84
1981	Aug	0.01
1981	Sep	0.41
1981	Oct	0.77
1981	Nov	-0.92
1981	Dec	-1.08
1982	Jan	-1.48
1982	Feb	1.59
1982	Mar	2.44
1982	Apr	-1.09
1982	May	1.19
1982	Jun	-2.59
1982	Jul	-0.69
1982	Aug	3.84
1982	Sep	0.90
1982	Oct	1.27
1982	Nov	2.65
1982	Dec	2.45
1983	Jan	2.48
1983	Feb	-1.52
1983	Mar	1.94
1983	Apr	-0.91
1983	May	0.39
1983	Jun	0.21
1983	Jul	-0.39
1983	Aug	1.54
1983	Sep	-1.23
1983	Oct	2.16
1983	Nov	-3.93
1983	Dec	0.20
1984	Jan	3.58
1984	Feb	1.32
1984	Mar	-1.97
1984	Apr	-1.40
1984	May	1.27
1984	Jun	0.70
1984	Jul	-1.53
1984	Aug	0.40
1984	Sep	0.50
1984	Oct	1.48
1984	Nov	0.69
1984	Dec	1.11
1985	Jan	-2.62
1985	Feb	-1.36
1985	Mar	0.57
1985	Apr	0.31
1985	May	-0.68
1985	Jun	-1.37
1985	Jul	1.05
1985	Aug	2.45
1985	Sep	-1.57
1985	Oct	-0.42
1985	Nov	-3.14
1985	Dec	-0.77
1986	Jan	2.72
1986	Feb	-2.54
1986	Mar	3.98
1986	Apr	-0.05
1986	May	2.46
1986	Jun	0.47
1986	Jul	0.76
1986	Aug	-4.80
1986	Sep	-3.43
1986	Oct	3.33
1986	Nov	3.73
1986	Dec	1.73
1987	Jan	-3.59
1987	Feb	-0.70
1987	Mar	0.00
1987	Apr	0.53
1987	May	-1.54
1987	Jun	-0.97
1987	Jul	-0.04
1987	Aug	-3.46
1987	Sep	0.25
1987	Oct	1.05
1987	Nov	-0.27
1987	Dec	-2.51
1988	Jan	1.55
1988	Feb	0.48
1988	Mar	0.83
1988	Apr	-2.28
1988	May	-0.27
1988	Jun	0.21
1988	Jul	1.88
1988	Aug	2.22
1988	Sep	0.77
1988	Oct	-0.98
1988	Nov	-2.68
1988	Dec	-0.13
1989	Jan	2.07
1989	Feb	3.12
1989	Mar	3.23
1989	Apr	0.82
1989	May	-0.23
1989	Jun	-1.17
1989	Jul	-0.54
1989	Aug	3.29
1989	Sep	-0.04
1989	Oct	0.85
1989	Nov	-1.31
1989	Dec	-3.23
1990	Jan	3.16
1990	Feb	3.25
1990	Mar	2.12
1990	Apr	2.87
1990	May	-3.24
1990	Jun	1.63
1990	Jul	0.05
1990	Aug	1.16
1990	Sep	-0.32
1990	Oct	1.01
1990	Nov	-1.61
1990	Dec	0.83
1991	Jan	0.87
1991	Feb	0.53
1991	Mar	0.08
1991	Apr	1.17
1991	May	0.18
1991	Jun	0.38
1991	Jul	-0.63
1991	Aug	1.07
1991	Sep	0.35
1991	Oct	-0.33
1991	Nov	1.86
1991	Dec	-0.87
1992	Jan	-1.67
1992	Feb	1.86
1992	Mar	2.51
1992	Apr	2.05
1992	May	-0.73
1992	Jun	-0.49
1992	Jul	0.57
1992	Aug	3.65
1992	Sep	0.74
1992	Oct	-1.41
1992	Nov	3.36
1992	Dec	0.97
1993	Jan	2.13
1993	Feb	-0.13
1993	Mar	0.91
1993	Apr	1.69
1993	May	-2.97
1993	Jun	-0.37
1993	Jul	1.04
1993	Aug	-1.28
1993	Sep	-0.68
1993	Oct	-3.21
1993	Nov	1.92
1993	Dec	2.97
1994	Jan	2.30
1994	Feb	-0.24
1994	Mar	4.24
1994	Apr	1.45
1994	May	-0.57
1994	Jun	2.02
1994	Jul	0.79
1994	Aug	-1.00
1994	Sep	-0.11
1994	Oct	-1.16
1994	Nov	-0.14
1994	Dec	1.63
1995	Jan	2.02
1995	Feb	2.31
1995	Mar	1.91
1995	Apr	-2.10
1995	May	-0.92
1995	Jun	-2.73
1995	Jul	-1.45
1995	Aug	-2.46
1995	Sep	0.30
1995	Oct	-0.19
1995	Nov	-3.18
1995	Dec	-4.14
1996	Jan	-1.48
1996	Feb	0.90
1996	Mar	-2.79
1996	Apr	-0.97
1996	May	-1.75
1996	Jun	0.70
1996	Jul	1.36
1996	Aug	0.59
1996	Sep	-0.90
1996	Oct	1.29
1996	Nov	1.62
1996	Dec	-3.40
1997	Jan	-2.58
1997	Feb	3.37
1997	Mar	1.35
1997	Apr	-2.77
1997	May	-1.53
1997	Jun	-2.59
1997	Jul	0.66
1997	Aug	0.67
1997	Sep	-1.18
1997	Oct	-2.95
1997	Nov	-0.15
1997	Dec	-1.10
1998	Jan	-0.41
1998	Feb	0.35
1998	Mar	0.14
1998	Apr	0.82
1998	May	-0.70
1998	Jun	-0.83
1998	Jul	0.66
1998	Aug	1.25
1998	Sep	-1.41
1998	Oct	1.22
1998	Nov	0.69
1998	Dec	1.46
1999	Jan	1.55
1999	Feb	1.73
1999	Mar	0.60
1999	Apr	0.04
1999	May	0.17
1999	Jun	1.05
1999	Jul	-1.45
1999	Aug	-3.16
1999	Sep	0.93
1999	Oct	0.44
1999	Nov	0.60
1999	Dec	1.53
2000	Jan	0.07
2000	Feb	2.75
2000	Mar	-0.13
2000	Apr	-2.25
2000	May	1.12
2000	Jun	-0.27
2000	Jul	-2.67
2000	Aug	0.60
2000	Sep	0.41
2000	Oct	3.54
2000	Nov	0.43
2000	Dec	-1.58
2001	Jan	-0.03
2001	Feb	-0.63
2001	Mar	-1.20
2001	Apr	1.41
2001	May	-1.18
2001	Jun	-1.80
2001	Jul	0.68
